PLAYERID,PLAYER_SLUG,STRENGTHS
585170,theo-valls,Ground duels
1191140,sarikaya-efe,Ground duels
848055,mamadou-diarra,Long balls
848055,mamadou-diarra,Ground duels
72818,brice-maubleu,Reflexes
72818,brice-maubleu,Penalty saving
72818,brice-maubleu,High claims
941125,alexi-pitu,Passing
793995,danylo-ignatenko,Long balls
793995,danylo-ignatenko,Positioning
900669,pedro-diaz,Playmaking
900669,pedro-diaz,Direct free kicks
900669,pedro-diaz,Long balls
1047931,tom-lacoux,Long balls
1122632,malcom-bokele,Ground duels
1122632,malcom-bokele,Aerial duels
836678,clement-michelin,Ground duels
916035,jean-marcelin,Long balls
916035,jean-marcelin,Ground duels
369544,yoann-barbet,Ground duels
369544,yoann-barbet,Direct free kicks
369544,yoann-barbet,Long balls
975307,amine-boutrah,Passing
975307,amine-boutrah,High pressing
1104297,migouel-alfarela,High pressing
975594,tom-ducrocq,Tackling
975594,tom-ducrocq,Positioning
1216031,jocelyn-janneh,Tackling
1216031,jocelyn-janneh,Positioning
1216031,jocelyn-janneh,Ground duels
975297,anthony-roncaglia,Ground duels
37224,johny-placide,High claims
939916,kapitbafan-djoco,High pressing
51446,ahmed-kashi,Positioning
122921,vincent-pajot,Tackling
122921,vincent-pajot,Positioning
1392819,gaby-jean,Ground duels
1392819,gaby-jean,Aerial duels
128333,yoann-touzghar,Anchor play
785876,cyrille-bayala,High pressing
340547,hamza-sakhi,Playmaking
340547,hamza-sakhi,High pressing
340547,hamza-sakhi,Passing
14142,thomas-mangani,Positioning
365494,valentin-jacob,Ground duels
1106446,tim-jabol-folcarelli,Positioning
38081,mohamed-youssouf,Tackling
38081,mohamed-youssouf,Ball interception
38081,mohamed-youssouf,Ground duels
940993,clement-vidal,Ground duels
878683,rayan-ghrieb,High pressing
996974,bardeli-enzo,Playmaking
802134,alec-georgen,Ground duels
1046795,savio,Playmaking
1141091,mouhamed-diop,Long balls
978518,jackson-porozo,Aerial duels
984527,abdoulaye-ndiaye,Ground duels
984527,abdoulaye-ndiaye,Positioning
1047364,ismael-boura,Ground duels
993952,cadiou-noah,Positioning
993952,cadiou-noah,Tackling
1135396,nadjib-cisse,Ground duels
989076,samuel-loric,Tackling
989076,samuel-loric,Ground duels
915066,maxime-etuin,Positioning
915066,maxime-etuin,Ground duels
379572,guillaume-jannez,Positioning
1099453,lilepo-makabi,Ground duels
1099453,lilepo-makabi,Direct free kicks
1007841,aymen-boutoutaou,High pressing
1126177,giovino-flamarion,Passing
1126177,giovino-flamarion,Ball control
875447,julien-masson,Tackling
875447,julien-masson,Positioning
386650,remy-boissier,Positioning
1426220,sanda-joachim-kayi,Tackling
1470024,basse-souleymane,Ground duels
1470024,basse-souleymane,Tackling
846473,jean-louchet,High claims
846473,jean-louchet,Long shots saving
1019322,florian-wirtz,Playmaking
1019322,florian-wirtz,High pressing
1019322,florian-wirtz,Anchor play
978521,victor-okoh-boniface,Long balls
280609,patrik-schick,Anchor play
142390,jonas-hofmann,Passing
142390,jonas-hofmann,Long balls
142390,jonas-hofmann,Playmaking
117777,granit-xhaka,Playmaking
117777,granit-xhaka,Long balls
117777,granit-xhaka,High pressing
970361,jeremie-frimpong,Playmaking
822600,exequiel-palacios,Ground duels
822600,exequiel-palacios,Tackling
822600,exequiel-palacios,High pressing
177177,alejandro-grimaldo,Direct free kicks
177177,alejandro-grimaldo,Passing
177177,alejandro-grimaldo,Playmaking
796047,aleix-garcia,Playmaking
796047,aleix-garcia,Long balls
796047,aleix-garcia,Ground duels
1174889,puerta-gustavo,Long balls
1002837,piero-hincapie,Tackling
1002837,piero-hincapie,Ground duels
227672,jonathan-tah,Aerial duels
1173172,jeanuel-belocian,Long balls
15219,lukas-hradecky,Handling
328027,serhou-guirassy,Finishing
328027,serhou-guirassy,Anchor play
328027,serhou-guirassy,Positioning
1000397,wahid-faghir,Long shots
927405,woo-yeong-jeong,Passing
891510,chris-fuhrich,High pressing
891510,chris-fuhrich,Playmaking
891510,chris-fuhrich,Passing
929620,fabian-rieder,Direct free kicks
929620,fabian-rieder,Long balls
901882,stiller-angelo,Playmaking
901882,stiller-angelo,High pressing
901882,stiller-angelo,Consistency
957889,millot-enzo,High pressing
957889,millot-enzo,Playmaking
801030,atakan-karazor,Positioning
801030,atakan-karazor,Ground duels
788949,maximilian-mittelstadt,Ground duels
788949,maximilian-mittelstadt,Tackling
863271,julian-chabot,Aerial duels
863271,julian-chabot,Positioning
863271,julian-chabot,Ground duels
916943,ramon-hendriks,Ground duels
352562,pascal-stenzel,Long balls
152463,fabian-bredlow,Long shots saving
108579,harry-kane,Finishing
108579,harry-kane,Positioning
108579,harry-kane,Penalty taking
978838,michael-olise,Playmaking
978838,michael-olise,Positioning
978838,michael-olise,Long balls
1010231,jamal-musiala,Passing
1010231,jamal-musiala,High pressing
1010231,jamal-musiala,Consistency
293519,leroy-sane,Passing
293519,leroy-sane,Playmaking
293519,leroy-sane,High pressing
259117,joshua-kimmich,Passing
259117,joshua-kimmich,Long balls
259117,joshua-kimmich,Playmaking
35166,thomas-muller,Playmaking
280441,kingsley-coman,High pressing
280441,kingsley-coman,Passing
280441,kingsley-coman,Long balls
187433,serge-gnabry,Passing
187433,serge-gnabry,High pressing
184661,leon-goretzka,Playmaking
184661,leon-goretzka,Positioning
364612,joao-palhinha,Tackling
364612,joao-palhinha,Positioning
364612,joao-palhinha,Ground duels
1142251,aleksandar-pavlovic,Long balls
1144687,nestory-irankunda,Playmaking
1129940,gabriel-vidovic,Passing
1129940,gabriel-vidovic,Long shots
803031,matthijs-de-ligt,Ground duels
847030,noussair-mazraoui,Ground duels
896569,min-jae-kim,Ground duels
798583,dayot-upamecano,Ground duels
798583,dayot-upamecano,Long balls
246999,raphael-guerreiro,Long balls
927407,josip-stanisic,Ground duels
146101,eric-dier,Ground duels
26768,sven-ulreich,Long shots saving
986397,benjamin-sesko,Long shots
789071,dani-olmo,High pressing
789071,dani-olmo,Playmaking
962890,ilaix-moriba,Ground duels
822708,amadou-haidara,Consistency
838232,eljif-elmas,Passing
976575,seiwald-nicolas,Ground duels
976575,seiwald-nicolas,Tackling
976575,seiwald-nicolas,Positioning
791079,xaver-schlager,Long balls
791079,xaver-schlager,Positioning
791079,xaver-schlager,High pressing
942944,hartmann-fabrice,Long shots
136924,willi-orban,Ground duels
945063,mohamed-simakan,Ground duels
976421,castello-lukeba,Ground duels
319857,benjamin-henrichs,Ground duels
37096,peter-gulacsi,Reflexes
37096,peter-gulacsi,Consistency
934385,maarten-vandevoordt,Handling
934385,maarten-vandevoordt,Reflexes
132645,niclas-fullkrug,Penalty taking
132645,niclas-fullkrug,Anchor play
132645,niclas-fullkrug,Long balls
226978,julian-brandt,Passing
226978,julian-brandt,Long balls
226978,julian-brandt,Playmaking
989056,giovanni-reyna,Long balls
989056,giovanni-reyna,Passing
138156,emre-can,Positioning
907463,nmecha-felix,Ground duels
1210666,rothe-tom,High pressing
940871,nico-schlotterbeck,Ground duels
168937,niklas-sule,Long balls
556866,gregor-kobel,Long shots saving
556866,gregor-kobel,Reflexes
556866,gregor-kobel,Handling
997113,marcel-lotka,High claims
997113,marcel-lotka,Runs out
138491,alexander-meyer,Consistency
138491,alexander-meyer,Reflexes
873554,omar-marmoush,High pressing
873554,omar-marmoush,Positioning
1192318,fares-chaibi,Playmaking
997012,ansgar-knauff,Positioning
1019321,igor-matanovic,Positioning
66518,mario-gotze,Playmaking
66518,mario-gotze,High pressing
591706,ellyes-skhiri,Ground duels
591706,ellyes-skhiri,Positioning
1440948,can-uzun,Long shots
1440948,can-uzun,High pressing
142672,philipp-max,Ground duels
979480,willian-pacho,Ground duels
979480,willian-pacho,Positioning
581302,robin-koch,Ground duels
1159759,nathaniel-brown,Tackling
1159759,nathaniel-brown,Ground duels
67647,andrej-kramaric,Penalty taking
67647,andrej-kramaric,Passing
67647,andrej-kramaric,Finishing
796358,diadie-samassekou,Long balls
796358,diadie-samassekou,Ground duels
186719,florian-grillitsch,Positioning
889861,anton-stach,High pressing
889861,anton-stach,Positioning
843132,julian-justvan,Playmaking
187423,kevin-akpoguma,Tackling
187423,kevin-akpoguma,Ground duels
40244,oliver-baumann,Penalty saving
40244,oliver-baumann,Consistency
40244,oliver-baumann,Long shots saving
909485,marvin-pieringer,Positioning
1386651,leo-scienza,Consistency
1386651,leo-scienza,Anchor play
1386651,leo-scienza,Ball control
935281,breunig-maximilian,Anchor play
1146018,paul-wanner,High pressing
893962,lennard-maloney,Positioning
933707,jan-schoppner,Positioning
1097453,luca-kerber,Positioning
1097453,luca-kerber,Aerial duels
122578,denis-thomalla,Long balls
254429,patrick-mainka,Ground duels
254429,patrick-mainka,Positioning
254429,patrick-mainka,Tackling
798936,benedikt-gimber,Ground duels
258325,marvin-ducksch,Anchor play
258325,marvin-ducksch,High pressing
258325,marvin-ducksch,Playmaking
138150,mitchell-weiser,Positioning
138150,mitchell-weiser,Playmaking
138150,mitchell-weiser,High pressing
830127,romano-schmid,Playmaking
830127,romano-schmid,High pressing
815612,marco-grull,Penalty taking
815612,marco-grull,High pressing
815612,marco-grull,Playmaking
1165722,skelly-alvero,Long balls
830142,jens-stage,Positioning
933398,agu-felix,Ground duels
227224,milos-veljkovic,Ground duels
825771,marco-friedl,Ground duels
825771,marco-friedl,Positioning
825771,marco-friedl,Tackling
229544,niklas-stark,Ground duels
103442,anthony-jung,Ground duels
1083390,mio-backhaus,High claims
190161,michael-zetterer,Consistency
190161,michael-zetterer,Reflexes
190161,michael-zetterer,High claims
111483,michael-gregoritsch,Positioning
280009,lucas-holer,Positioning
171961,vincenzo-grifo,Playmaking
171961,vincenzo-grifo,Direct free kicks
171961,vincenzo-grifo,Penalty taking
882019,florent-muslija,Direct free kicks
882019,florent-muslija,Penalty taking
882019,florent-muslija,Long shots
1067120,eren-dinkci,Long shots
1064082,merlin-rohl,High pressing
49639,nicolas-hofler,Positioning
49639,nicolas-hofler,Ground duels
1048820,noah-weisshaupt,Ground duels
983041,hugo-siquet,Ground duels
142525,lukas-kubler,Ground duels
345035,steve-mounie,Positioning
878081,ermedin-demirovic,High pressing
878081,ermedin-demirovic,Positioning
963399,nathanael-mbuku,Ground duels
822340,tietz-phillip,High pressing
822340,tietz-phillip,Anchor play
822340,tietz-phillip,Positioning
1130113,yusuf-kabadayi,High pressing
872919,ruben-vargas,High pressing
1001867,engels-arne,Long balls
794770,okugawa-masaya,Ground duels
794995,dorsch-niklas,Ground duels
836706,arne-maier,Direct free kicks
836706,arne-maier,Long balls
891651,keven-schlotterbeck,Ground duels
891651,keven-schlotterbeck,Positioning
930135,patric-pfeiffer,Aerial duels
792142,felix-uduokhai,Ground duels
792142,felix-uduokhai,Positioning
809219,mads-pedersen,Tackling
809219,mads-pedersen,Ground duels
940393,maximilian-bauer,Ground duels
947986,nediljko-labrovic,Long shots saving
947986,nediljko-labrovic,Penalty saving
822564,finn-dahmen,Long shots saving
1107591,mohamed-el-amine-amoura,High pressing
1005211,bartosz-bialek,High pressing
280631,vaclav-cerny,High pressing
280631,vaclav-cerny,Playmaking
147289,maximilian-arnold,Playmaking
147289,maximilian-arnold,Ground duels
147289,maximilian-arnold,Direct free kicks
1016810,kevin-paredes,Ground duels
169255,yannick-gerhardt,High pressing
879674,maxence-lacroix,Ground duels
886286,nicolas-cozza,Ground duels
886286,nicolas-cozza,Tackling
902080,grabara-kamil,High claims
70987,koen-casteels,Long shots saving
343971,ludovic-ajorque,Anchor play
327755,nadiem-amiri,Direct free kicks
327755,nadiem-amiri,Playmaking
1198075,gruda-brajan,High pressing
1198075,gruda-brajan,Playmaking
846471,anthony-caci,Positioning
846471,anthony-caci,Ground duels
1028307,kaishu-sano,Positioning
1028307,kaishu-sano,Ground duels
796027,marco-richter,High pressing
980621,paul-nebel,Consistency
980621,paul-nebel,Playmaking
980621,paul-nebel,High pressing
1138150,nikolas-veratschnig,Ground duels
1138150,nikolas-veratschnig,Tackling
1138150,nikolas-veratschnig,Positioning
794294,andreas-hanche-olsen,Ground duels
174345,robin-zentner,High claims
192308,alassane-plea,Playmaking
192308,alassane-plea,Anchor play
228981,tim-kleindienst,Aerial duels
228981,tim-kleindienst,Positioning
228981,tim-kleindienst,High pressing
974087,manu-kone,Tackling
237068,julian-weigl,Ground duels
237068,julian-weigl,Positioning
237068,julian-weigl,Long balls
95381,kevin-stoger,High pressing
95381,kevin-stoger,Playmaking
95381,kevin-stoger,Penalty taking
280453,franck-honorat,Playmaking
1048650,rocco-reitz,Positioning
1008245,oscar-fraulo,Ground duels
939880,philipp-sander,Playmaking
282229,nico-elvedi,Ground duels
1002920,scally-joseph,Ground duels
571622,jonas-omlin,Long shots saving
571622,jonas-omlin,High claims
359236,chris-bedia,Finishing
359236,chris-bedia,Penalty taking
796672,prtajin-ivan,Long shots
796672,prtajin-ivan,Anchor play
796672,prtajin-ivan,Positioning
867493,tymoteusz-puchacz,Playmaking
354558,laszlo-benes,Direct free kicks
354558,laszlo-benes,Playmaking
354558,laszlo-benes,Long shots
787889,tousart-lucas,Positioning
149479,rani-khedira,Positioning
791642,josip-juranovic,Ground duels
791642,josip-juranovic,Direct free kicks
830803,danilho-doekhi,Ground duels
1086547,querfeld-leopold,Positioning
1086547,querfeld-leopold,Ground duels
146500,jerome-roussillon,Ground duels
48660,kevin-vogt,Long balls
137692,frederik-ronnow,High claims
340719,philipp-hofmann,Positioning
340719,philipp-hofmann,Anchor play
924205,moritz-broschinski,High pressing
1083404,bamba-samuel,Ball control
254125,maximilian-wittek,Direct free kicks
119179,anthony-losilla,Positioning
833213,erhan-masovic,Ground duels
828571,bernardo,Ground duels
828571,bernardo,Positioning
828571,bernardo,Tackling
24937,manuel-riemann,Runs out
132607,patrick-drewes,Consistency
1014290,tim-lemperle,High pressing
78781,florian-kainz,Penalty taking
78781,florian-kainz,Playmaking
988639,martel-eric,Positioning
988639,martel-eric,Tackling
980629,marvin-obuz,Ball control
387220,timo-hubers,Positioning
797871,luca-marseiler,Consistency
797871,luca-marseiler,Ball control
797871,luca-marseiler,Anchor play
797691,marvin-mehlem,High pressing
37630,tobias-kempe,Playmaking
37630,tobias-kempe,Penalty taking
939693,paul-will,Positioning
939693,paul-will,Ball interception
939693,paul-will,Aerial duels
1049628,andreas-muller,Ground duels
928416,kai-klefisch,Positioning
1082797,matej-maglica,Aerial duels
927409,sergio-lopez,Long balls
142568,christoph-zimmermann,Ground duels
858360,aleksandar-vukotic,Positioning
858360,aleksandar-vukotic,Ground duels
858360,aleksandar-vukotic,Aerial duels
888440,karol-niemczycki,High claims
1130946,elias-saad,Passing
1130946,elias-saad,High pressing
1130946,elias-saad,Positioning
591588,johannes-eggestein,High pressing
591588,johannes-eggestein,Anchor play
980742,erik-ahlstrand,High pressing
980742,erik-ahlstrand,Positioning
980742,erik-ahlstrand,Playmaking
181581,jackson-irvine,High pressing
181581,jackson-irvine,Positioning
280551,manolis-saliakas,Ground duels
280551,manolis-saliakas,Playmaking
542038,eric-smith,Direct free kicks
542038,eric-smith,Ground duels
253469,hauke-wahl,Ground duels
325061,nikola-vasilj,Consistency
325061,nikola-vasilj,Long shots saving
325061,nikola-vasilj,High claims
925910,shuto-machino,Playmaking
122573,steven-skrzybski,Positioning
122573,steven-skrzybski,High pressing
843709,benedikt-pichler,Anchor play
980916,alexander-bernhardsson,Long shots
980916,alexander-bernhardsson,High pressing
980916,alexander-bernhardsson,Positioning
1135884,lewis-holtby,Playmaking
1135884,lewis-holtby,High pressing
977919,magnus-knudsen,Long balls
1064305,nicolai-remberg,Ground duels
347116,carl-johansson,Positioning
254003,patrick-erras,Consistency
1140362,timon-weiner,Reflexes
1140362,timon-weiner,Consistency
1140362,timon-weiner,Handling
339889,vincent-vermeij,Positioning
339889,vincent-vermeij,Anchor play
871886,ao-tanaka,Long balls
871886,ao-tanaka,Positioning
1112327,isak-bergmann-johannesson,Playmaking
980466,appelkamp-shinta-karl,High pressing
980466,appelkamp-shinta-karl,Playmaking
980466,appelkamp-shinta-karl,Long balls
990209,yannik-engelhardt,Long balls
990209,yannik-engelhardt,Positioning
142613,marcel-sobottka,Long balls
795024,florian-kastenmeier,High claims
795024,florian-kastenmeier,Consistency
168987,robert-glatzel,High pressing
168987,robert-glatzel,Finishing
168987,robert-glatzel,Positioning
842526,bakery-jatta,High pressing
842526,bakery-jatta,Positioning
789192,jean-luc-dompe,Playmaking
893586,ludovit-reis,Passing
893586,ludovit-reis,Positioning
893586,ludovit-reis,High pressing
989203,immanuel-pherai,Playmaking
148256,jonas-meffert,Positioning
930271,noah-katterbach,Ground duels
798303,miro-muheim,Ground duels
798303,miro-muheim,Long shots
827192,guilherme-ramos,Positioning
945532,daniel-elfadli,Tackling
945532,daniel-elfadli,Positioning
945532,daniel-elfadli,Ground duels
326325,sebastian-schonlau,Ground duels
326325,sebastian-schonlau,Positioning
326325,sebastian-schonlau,Tackling
113442,daniel-heuer-fernandes,Long shots saving
270885,marvin-wanitzek,Penalty taking
270885,marvin-wanitzek,Playmaking
270885,marvin-wanitzek,Consistency
844447,dzenis-burnic,Long balls
874816,robin-heusser,Playmaking
874816,robin-heusser,High pressing
874816,robin-heusser,Positioning
787931,nicolai-rapp,Ground duels
